;Playlist Origin;Playlist order;Artist;Track Name;Album Name;Album Release Date;Track Number;Track Popularity;Track Id;Track Duration MS;Danceability;Energy;Key;Loudness;Mode;Speechiness;Acousticness;Instrumentalness;Liveness;Valence;Tempo;Valence;Track_href;Time_signature;uri;Genres
44;AG_Top100_18;45;Jorja Smith;Blue Lights;Lost & Found;2018-06-08;1;71;1It1TxBK3xIQAB4xJkPevn;250454;0.692;0.57;7;-8.077;1;0.185;0.666;0.0;0.107;0.309;91.917;0.309;https://api.spotify.com/v1/tracks/1It1TxBK3xIQAB4xJkPevn;4;spotify:track:1It1TxBK3xIQAB4xJkPevn;['indie r&b', 'pop', 'r&b', 'uk contemporary r&b']
45;AG_Top100_18;46;Papooz;Ann Wants to Dance;Green Juice;2016-06-03;1;51;0DiQAYZAOQLL9mwinkRS3E;210786;0.742;0.436;9;-10.992;0;0.027;0.672;0.0292;0.183;0.718;100.859;0.718;https://api.spotify.com/v1/tracks/0DiQAYZAOQLL9mwinkRS3E;4;spotify:track:0DiQAYZAOQLL9mwinkRS3E;['french indie pop', 'french indietronica']
46;AG_Top100_18;47;Foster The People;Sit Next to Me;Sacred Hearts Club;2017-07-21;1;75;4BdGO1CaObRD4La9l5Zanz;243146;0.638;0.738;6;-4.976;0;0.0292;0.117;0.000384;0.689;0.657;97.021;0.657;https://api.spotify.com/v1/tracks/4BdGO1CaObRD4La9l5Zanz;4;spotify:track:4BdGO1CaObRD4La9l5Zanz;['indie pop', 'indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'pop', 'rock']
47;AG_Top100_18;48;Jain;On My Way;Souldier;2018-08-24;1;54;0occFly3Mc8koSIdVsObkZ;204120;0.815;0.462;2;-7.458;1;0.0336;0.175;0.457;0.122;0.366;100.008;0.366;https://api.spotify.com/v1/tracks/0occFly3Mc8koSIdVsObkZ;4;spotify:track:0occFly3Mc8koSIdVsObkZ;['french indie pop']
48;AG_Top100_18;49;Angèle;Nombreux;Brol;2018-10-05;1;66;59HKbTnmmFONvKLAPuc9rF;192546;0.413;0.116;9;-14.978;0;0.092;0.946;0.0;0.108;0.254;77.781;0.254;https://api.spotify.com/v1/tracks/59HKbTnmmFONvKLAPuc9rF;3;spotify:track:59HKbTnmmFONvKLAPuc9rF;['belgian pop']
49;AG_Top100_18;50;Radiohead;Decks Dark;A Moon Shaped Pool;2016-05-08;1;59;5rIhBK9aaVMck0W2YtOwci;281011;0.56;0.5;2;-10.829;0;0.0272;0.668;0.833;0.117;0.249;139.174;0.249;https://api.spotify.com/v1/tracks/5rIhBK9aaVMck0W2YtOwci;4;spotify:track:5rIhBK9aaVMck0W2YtOwci;['alternative rock', 'art rock', 'melancholia', 'modern rock', 'permanent wave', 'rock']
50;AG_Top100_18;51;Arctic Monkeys;Four Out Of Five;Tranquility Base Hotel & Casino;2018-05-10;1;64;5Z5nbOXhsSbySVC7WUc6y9;312346;0.601;0.863;0;-4.31;1;0.0685;0.0626;0.0;0.0717;0.676;130.189;0.676;https://api.spotify.com/v1/tracks/5Z5nbOXhsSbySVC7WUc6y9;4;spotify:track:5Z5nbOXhsSbySVC7WUc6y9;['garage rock', 'indie rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']
51;AG_Top100_18;52;Roméo Elvis;Drôle de question;Morale 2;2017-03-17;1;6;1lqGmKAtGz2YPvYVS0DkhH;181702;0.674;0.434;9;-13.525;1;0.413;0.532;0.0;0.0794;0.317;119.938;0.317;https://api.spotify.com/v1/tracks/1lqGmKAtGz2YPvYVS0DkhH;3;spotify:track:1lqGmKAtGz2YPvYVS0DkhH;['belgian hip hop', 'french hip hop']
52;AG_Top100_18;53;Sigur Rós;Brennisteinn;Kveikur;2013-06-17;1;44;3GEZqXBXa2NYpsxgskDxHd;464666;0.361;0.824;0;-6.037;0;0.0631;0.000591;0.0486;0.106;0.0985;120.666;0.0985;https://api.spotify.com/v1/tracks/3GEZqXBXa2NYpsxgskDxHd;4;spotify:track:3GEZqXBXa2NYpsxgskDxHd;['bow pop', 'chamber pop', 'compositional ambient', 'dream pop', 'ethereal wave', 'icelandic pop', 'icelandic rock', 'indie folk', 'melancholia', 'nordic post-rock', 'post-rock']
53;AG_Top100_18;54;Tom Misch;Lost in Paris;Geography;2018-04-06;1;63;4A7DUET5H4f7dJkUhjfVFB;194023;0.788;0.711;1;-7.811;0;0.0597;0.364;2.07e-05;0.0838;0.802;104.149;0.802;https://api.spotify.com/v1/tracks/4A7DUET5H4f7dJkUhjfVFB;4;spotify:track:4A7DUET5H4f7dJkUhjfVFB;['indie r&b']
54;AG_Top100_18;55;Childish Gambino;Feels Like Summer;Summer Pack;2018-07-11;1;75;7p4vHnYXkxlzvfePJVpcTr;297404;0.554;0.596;7;-8.214;1;0.13;0.162;0.00482;0.0805;0.255;165.728;0.255;https://api.spotify.com/v1/tracks/7p4vHnYXkxlzvfePJVpcTr;4;spotify:track:7p4vHnYXkxlzvfePJVpcTr;['atl hip hop', 'hip hop', 'pop rap', 'rap']
55;AG_Top100_18;56;Joe Hisaishi;Spirited Away - One Summer's Day;The Tokyo Concert;2002;1;54;5GQAHsTo4DI71QLAXUo3DV;292093;0.326;0.101;0;-21.534;1;0.0385;0.949;0.882;0.0403;0.0891;143.289;0.0891;https://api.spotify.com/v1/tracks/5GQAHsTo4DI71QLAXUo3DV;4;spotify:track:5GQAHsTo4DI71QLAXUo3DV;['anime', 'anime score', 'japanese classical', 'japanese soundtrack', 'scorecore', 'soundtrack']
56;AG_Top100_18;57;Brigitte;Battez-vous;Et vous, tu m'aimes ?;2011-04-18;1;51;7IlmHApoMCIv39Z5JRZyrk;243758;0.628;0.645;0;-7.389;1;0.0553;0.0426;3.82e-05;0.108;0.622;122.072;0.622;https://api.spotify.com/v1/tracks/7IlmHApoMCIv39Z5JRZyrk;4;spotify:track:7IlmHApoMCIv39Z5JRZyrk;['chanson', 'french indie pop', 'french indietronica', 'french rock']
57;AG_Top100_18;58;Lana Del Rey;Music To Watch Boys To;Honeymoon;2015-09-18;1;39;0WpfL5fOZchT2JQtgM9zDJ;290625;0.4;0.494;1;-8.04;0;0.0367;0.713;0.000334;0.238;0.134;132.016;0.134;https://api.spotify.com/v1/tracks/0WpfL5fOZchT2JQtgM9zDJ;4;spotify:track:0WpfL5fOZchT2JQtgM9zDJ;['pop']
58;AG_Top100_18;59;Jain;Star;Souldier;2018-08-24;1;50;78NK5FzTNS5ReNrr6HobcM;181626;0.759;0.768;1;-7.209;1;0.145;0.3;0.00286;0.0976;0.92;134.85;0.92;https://api.spotify.com/v1/tracks/78NK5FzTNS5ReNrr6HobcM;4;spotify:track:78NK5FzTNS5ReNrr6HobcM;['french indie pop']
