;Playlist Origin;Playlist order;Artist;Track Name;Album Name;Album Release Date;Track Number;Track Popularity;Track Id;Track Duration MS;Danceability;Energy;Key;Loudness;Mode;Speechiness;Acousticness;Instrumentalness;Liveness;Valence;Tempo;Valence;Track_href;Time_signature;uri;Genres
39;MD_Top100_18;40;Shakka;Man Down (feat. AlunaGeorge);Man Down (feat. AlunaGeorge);2018-02-16;1;69;1keIwLlHg0VZhoQQiTb0Xi;211211;0.726;0.665;5;-5.611;0;0.0722;0.299;0.0;0.179;0.807;104.239;0.807;https://api.spotify.com/v1/tracks/1keIwLlHg0VZhoQQiTb0Xi;4;spotify:track:1keIwLlHg0VZhoQQiTb0Xi;['grime', 'house', 'tropical house', 'uk hip hop']
40;MD_Top100_18;41;Dan + Shay;All To Myself;All To Myself;2018-05-03;1;68;0uSGTaHms9ceAxb7L6VLrU;169612;0.651;0.782;1;-4.622;1;0.0303;0.23;0.0;0.139;0.619;94.94;0.619;https://api.spotify.com/v1/tracks/0uSGTaHms9ceAxb7L6VLrU;4;spotify:track:0uSGTaHms9ceAxb7L6VLrU;['contemporary country']
41;MD_Top100_18;42;Old Dominion;Written in the Sand;Happy Endings;2017-08-25;1;74;2A69wys3S9uiPSmn6UZWJn;184080;0.725;0.437;6;-9.602;1;0.0575;0.593;0.0;0.0842;0.759;83.985;0.759;https://api.spotify.com/v1/tracks/2A69wys3S9uiPSmn6UZWJn;4;spotify:track:2A69wys3S9uiPSmn6UZWJn;['contemporary country', 'country road']
42;MD_Top100_18;43;Jordan Davis;Singles You Up;Cottage Music: Country Party;2018-07-27;1;11;4EtNroNsyMYs0uIdYYn37u;180733;0.631;0.872;7;-5.692;1;0.032;0.0416;0.0;0.174;0.592;100.086;0.592;https://api.spotify.com/v1/tracks/4EtNroNsyMYs0uIdYYn37u;4;spotify:track:4EtNroNsyMYs0uIdYYn37u;['canadian contemporary country', 'contemporary country', 'country road']
43;MD_Top100_18;44;Khalid;Better;Suncity;2018-10-19;1;76;2OpBganfGk2GVdSlRdxzaX;229320;0.695;0.586;0;-10.315;0;0.0658;0.102;0.317;0.113;0.112;98.035;0.112;https://api.spotify.com/v1/tracks/2OpBganfGk2GVdSlRdxzaX;4;spotify:track:2OpBganfGk2GVdSlRdxzaX;['pop']
44;MD_Top100_18;45;Chris Stapleton;Without Your Love;From A Room: Volume 1;2017-05-05;1;56;6Oexp3W6bv5LBzsS171iqN;231333;0.482;0.44;10;-9.148;1;0.0334;0.345;0.00125;0.101;0.133;82.24;0.133;https://api.spotify.com/v1/tracks/6Oexp3W6bv5LBzsS171iqN;4;spotify:track:6Oexp3W6bv5LBzsS171iqN;['contemporary country']
45;MD_Top100_18;46;Little Big Town;Summer Fever;Summer Fever;2018-06-06;1;56;2fCapAlFJYfXn82dttdzkc;185990;0.684;0.764;6;-4.734;0;0.0348;0.0272;0.0;0.135;0.905;104.955;0.905;https://api.spotify.com/v1/tracks/2fCapAlFJYfXn82dttdzkc;4;spotify:track:2fCapAlFJYfXn82dttdzkc;['canadian contemporary country', 'contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']
46;MD_Top100_18;47;The Chainsmokers;This Feeling (feat. Kelsea Ballerini);Sick Boy...This Feeling;2018-09-18;1;65;15kQGEy89K8deJcZVFEn0N;199226;0.575;0.571;1;-7.906;1;0.0439;0.0558;0.0;0.0912;0.449;105.049;0.449;https://api.spotify.com/v1/tracks/15kQGEy89K8deJcZVFEn0N;4;spotify:track:15kQGEy89K8deJcZVFEn0N;['edm', 'electropop', 'pop', 'tropical house']
47;MD_Top100_18;48;Cardi B;Bartier Cardi (feat. 21 Savage);Invasion of Privacy;2018-04-05;1;53;6uxOZRm0ieBQM0Qf64sa6z;224284;0.9;0.524;8;-8.099;1;0.212;0.00168;0.00104;0.376;0.0888;138.031;0.0888;https://api.spotify.com/v1/tracks/6uxOZRm0ieBQM0Qf64sa6z;4;spotify:track:6uxOZRm0ieBQM0Qf64sa6z;['pop', 'rap']
48;MD_Top100_18;49;Red Hot Chili Peppers;Strip My Mind;Stadium Arcadium;2006-05-09;1;56;0J3ytriezGZ3KCREfHKDOI;259333;0.387;0.653;0;-5.067;1;0.0333;0.0265;3.44e-05;0.111;0.262;135.601;0.262;https://api.spotify.com/v1/tracks/0J3ytriezGZ3KCREfHKDOI;4;spotify:track:0J3ytriezGZ3KCREfHKDOI;['alternative rock', 'funk metal', 'permanent wave', 'post-grunge', 'rock']
