;Playlist Origin;Playlist order;Artist;Track Name;Album Name;Album Release Date;Track Number;Track Popularity;Track Id;Track Duration MS;Danceability;Energy;Key;Loudness;Mode;Speechiness;Acousticness;Instrumentalness;Liveness;Valence;Tempo;Valence;Track_href;Time_signature;uri;Genres
36;LB_Top100_18;37;Kanye West;Famous;The Life Of Pablo;2016-06-10;1;13;3p6fkbeZDIVqapfdgQe6fm;196040;0.469;0.754;6;-3.664;1;0.13;0.0679;0;0.106;0.421;174.068;0.421;https://api.spotify.com/v1/tracks/3p6fkbeZDIVqapfdgQe6fm;4;spotify:track:3p6fkbeZDIVqapfdgQe6fm;['pop rap', 'rap']
37;LB_Top100_18;38;Disiz La Peste;Je Les Garde;Extra-Lucide;2012-01-01;1;17;4GKqs0vN2dDFEtf4Sr6yIG;273106;0.483;0.8;0;-6.074;1;0.241;0.368;0;0.132;0.585;86.721;0.585;https://api.spotify.com/v1/tracks/4GKqs0vN2dDFEtf4Sr6yIG;4;spotify:track:4GKqs0vN2dDFEtf4Sr6yIG;['french hip hop', 'rap conscient', 'trap francais']
38;LB_Top100_18;39;Booba;Friday;Trône;2017-12-01;1;64;4ruXQncBxzZmUGSi270LGT;217146;0.771;0.772;7;-3.128;0;0.104;0.667;0;0.108;0.373;124.56;0.373;https://api.spotify.com/v1/tracks/4ruXQncBxzZmUGSi270LGT;4;spotify:track:4ruXQncBxzZmUGSi270LGT;['belgian hip hop', 'french hip hop', 'rap conscient', 'trap francais']
39;LB_Top100_18;40;Naâman;Skanking Shoes;Deep Rockers (Back a Yard);2013-06-03;1;47;699KbDv1VN1AGfOlS5mKCo;212718;0.767;0.626;2;-7.892;0;0.114;0.255;0;0.0566;0.673;94.689;0.673;https://api.spotify.com/v1/tracks/699KbDv1VN1AGfOlS5mKCo;4;spotify:track:699KbDv1VN1AGfOlS5mKCo;['french reggae']
40;LB_Top100_18;41;Oliver Dragojevic;Ako Izgubim Tebe;Original Album Collection, Vol. 1;2016-01-01;1;10;19faSCs2X0JZcAq3aCY1kQ;278106;0.246;0.468;3;-7.242;1;0.0289;0.304;2.09e-06;0.139;0.419;80.89;0.419;https://api.spotify.com/v1/tracks/19faSCs2X0JZcAq3aCY1kQ;3;spotify:track:19faSCs2X0JZcAq3aCY1kQ;['croatian pop', 'yugoslav rock']
41;LB_Top100_18;42;JAY Z;Numb / Encore;Numb/Encore: MTV Ultimate Mash-Ups Presents Collision Course;2004-11-30;1;74;5sNESr6pQfIhL3krM8CtZn;205733;0.687;0.793;2;-4.254;1;0.166;0.0603;0;0.582;0.751;107.045;0.751;https://api.spotify.com/v1/tracks/5sNESr6pQfIhL3krM8CtZn;4;spotify:track:5sNESr6pQfIhL3krM8CtZn;['bulgarian hip hop', 'east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']
42;LB_Top100_18;43;Dub Inc.;Tout ce qu'ils veulent;Hors contrôle;2010-10-04;1;50;0Na0p2ZgAfOqETd5E6X1Xf;326856;0.79;0.77;5;-5.435;0;0.0642;0.104;0;0.321;0.701;88.955;0.701;https://api.spotify.com/v1/tracks/0Na0p2ZgAfOqETd5E6X1Xf;4;spotify:track:0Na0p2ZgAfOqETd5E6X1Xf;['french reggae']
43;LB_Top100_18;44;Mac Miller;Knock Knock;Knock Knock - Single;2010;1;66;3uYm4MtU6jUQft2DtGqEoZ;202806;0.667;0.922;4;-4.857;0;0.128;0.0353;0;0.364;0.509;108.952;0.509;https://api.spotify.com/v1/tracks/3uYm4MtU6jUQft2DtGqEoZ;4;spotify:track:3uYm4MtU6jUQft2DtGqEoZ;['hip hop', 'pop rap', 'rap']
44;LB_Top100_18;45;Damso;Κ. Kin la belle;Ipséité;2017-04-28;1;3;6nGSXuZrE5P7gSvtJs4unC;200866;0.743;0.78;0;-7.756;0;0.0645;0.365;8.57e-05;0.0706;0.768;114.016;0.768;https://api.spotify.com/v1/tracks/6nGSXuZrE5P7gSvtJs4unC;4;spotify:track:6nGSXuZrE5P7gSvtJs4unC;['belgian hip hop', 'french hip hop', 'rap conscient', 'trap francais']
45;LB_Top100_18;46;Orelsan;Quand est-ce que ça s'arrête;La fête est finie;2017-10-20;1;55;4oj5EhSEKKpxG3R34btLta;177200;0.794;0.698;10;-5.762;0;0.122;0.11;0;0.121;0.326;104.195;0.326;https://api.spotify.com/v1/tracks/4oj5EhSEKKpxG3R34btLta;4;spotify:track:4oj5EhSEKKpxG3R34btLta;['belgian hip hop', 'french hip hop', 'rap conscient']
46;LB_Top100_18;47;XXXTENTACION;SAD!;?;2018-03-16;1;92;3ee8Jmje8o58CHK66QrVC2;166605;0.74;0.613;8;-4.88;1;0.145;0.258;0.00372;0.123;0.473;75.023;0.473;https://api.spotify.com/v1/tracks/3ee8Jmje8o58CHK66QrVC2;4;spotify:track:3ee8Jmje8o58CHK66QrVC2;['emo rap', 'miami hip hop']
47;LB_Top100_18;48;Imagine Dragons;Demons;Night Visions;2012;1;78;5qaEfEh1AtSdrdrByCP7qR;177506;0.497;0.709;3;-2.928;1;0.0365;0.192;0.000279;0.449;0.384;89.89;0.384;https://api.spotify.com/v1/tracks/5qaEfEh1AtSdrdrByCP7qR;4;spotify:track:5qaEfEh1AtSdrdrByCP7qR;['modern rock', 'rock']
48;LB_Top100_18;49;The Weeknd;Pray For Me (with Kendrick Lamar);Black Panther The Album Music From And Inspired By;2018-02-09;1;80;77UjLW8j5UAGAGVGhR5oUK;211440;0.735;0.677;2;-4.979;1;0.093;0.0762;2.17e-05;0.111;0.188;100.584;0.188;https://api.spotify.com/v1/tracks/77UjLW8j5UAGAGVGhR5oUK;4;spotify:track:77UjLW8j5UAGAGVGhR5oUK;['canadian contemporary r&b', 'canadian pop', 'pop', 'rap']
49;LB_Top100_18;50;Jason Derulo;In My Head;Jason Derulo (International);2010-02-26;1;70;6St9lR6dhV2tpCNVz7qfrS;199026;0.762;0.748;0;-4.15;0;0.033;0.0266;0;0.348;0.851;110.009;0.851;https://api.spotify.com/v1/tracks/6St9lR6dhV2tpCNVz7qfrS;4;spotify:track:6St9lR6dhV2tpCNVz7qfrS;['dance pop', 'pinoy hip hop', 'pop', 'pop rap', 'post-teen pop', 'r&b']
50;LB_Top100_18;51;Daniel Balavoine;Le chanteur;Le chanteur;1978;1;54;05ubSq0kbCEJ9phlfHRC4m;234973;0.588;0.795;9;-3.406;1;0.0355;0.586;0.000508;0.74;0.64;124.681;0.64;https://api.spotify.com/v1/tracks/05ubSq0kbCEJ9phlfHRC4m;4;spotify:track:05ubSq0kbCEJ9phlfHRC4m;['chanson', 'french pop']
