;Unnamed: 0;Playlist Origin;Playlist order;Artist;Track Name;Album Name;Album Release Date;Track Number;Track Popularity;Track Id;Track Duration MS;Danceability;Energy;Key;Loudness;Mode;Speechiness;Acousticness;Instrumentalness;Liveness;Valence;Tempo;Valence.1;Track_href;Time_signature;uri;Genres;User
641;41;MC_Top100_18;42;Jungle;Time;Jungle;2014-07-14;1;55;3kwRiuw2oJoArGs3EusCgn;213614;0.693;0.695;5;-8.435;1;0.0446;0.192;0.000925;0.489;0.5529999999999999;120.015;0.5529999999999999;https://api.spotify.com/v1/tracks/3kwRiuw2oJoArGs3EusCgn;4;spotify:track:3kwRiuw2oJoArGs3EusCgn;['uk contemporary r&b'];MC
642;42;MC_Top100_18;43;U2;You’re The Best Thing About Me;Songs Of Experience (Deluxe Edition);2017-12-01;1;13;5wN725dVsyJSoSliCn9mRG;225400;0.653;0.78;2;-6.689;1;0.0398;0.0025800000000000003;1.14e-06;0.26899999999999996;0.792;117.038;0.792;https://api.spotify.com/v1/tracks/5wN725dVsyJSoSliCn9mRG;4;spotify:track:5wN725dVsyJSoSliCn9mRG;['irish rock', 'permanent wave', 'rock'];MC
643;43;MC_Top100_18;44;Lilly Wood and The Prick;Kokomo (The Beach Boys Cover);Kokomo (The Beach Boys Cover) - Single;2016-04-22;1;26;6rjxrh5rOvhWwV5xhS34hL;228695;0.69;0.446;0;-11.635;1;0.0388;0.11699999999999999;0.0564;0.0749;0.28600000000000003;120.01;0.28600000000000003;https://api.spotify.com/v1/tracks/6rjxrh5rOvhWwV5xhS34hL;4;spotify:track:6rjxrh5rOvhWwV5xhS34hL;['french indie pop', 'french rock'];MC
644;44;MC_Top100_18;45;The Rubens;My Gun;The Rubens;2012;1;35;6MQGNPNpnOcBrC7yflwzQq;190306;0.507;0.8809999999999999;5;-3.668;0;0.0418;0.00432;0.00466;0.0608;0.6779999999999999;200.045;0.6779999999999999;https://api.spotify.com/v1/tracks/6MQGNPNpnOcBrC7yflwzQq;4;spotify:track:6MQGNPNpnOcBrC7yflwzQq;['australian indie', 'australian pop'];MC
645;45;MC_Top100_18;46;Her;Swim;Her;2018-03-30;1;49;6iEu0mQm7qOQ6Vs1Lvhsld;212520;0.588;0.575;0;-6.369;1;0.0697;0.182;1.19e-06;0.0635;0.364;168.071;0.364;https://api.spotify.com/v1/tracks/6iEu0mQm7qOQ6Vs1Lvhsld;4;spotify:track:6iEu0mQm7qOQ6Vs1Lvhsld;['french indie pop', 'french indietronica'];MC
646;46;MC_Top100_18;47;Parcels;Comedown;Parcels;2018-10-12;1;39;45RWJTRY2JzmrR5rV95BUe;188724;0.892;0.441;0;-8.377;1;0.0445;0.596;0.113;0.32299999999999995;0.342;122.991;0.342;https://api.spotify.com/v1/tracks/45RWJTRY2JzmrR5rV95BUe;4;spotify:track:45RWJTRY2JzmrR5rV95BUe;['aussietronica', 'french indietronica'];MC
647;47;MC_Top100_18;48;George Ezra;All My Love;Staying at Tamara's;2018-03-23;1;63;22GUd9JOxhSidGguHxf3Nu;160950;0.449;0.5710000000000001;0;-5.206;1;0.0503;0.135;0.0;0.27899999999999997;0.6559999999999999;173.73;0.6559999999999999;https://api.spotify.com/v1/tracks/22GUd9JOxhSidGguHxf3Nu;4;spotify:track:22GUd9JOxhSidGguHxf3Nu;['neo-singer-songwriter', 'pop'];MC
648;48;MC_Top100_18;49;L'Impératrice;Parfum thérémine;Odyssée - EP;2015-10-12;1;52;76fdtNvwn6hkOmBvgOom7L;304993;0.662;0.591;6;-10.907;0;0.033;0.45399999999999996;0.878;0.105;0.204;102.045;0.204;https://api.spotify.com/v1/tracks/76fdtNvwn6hkOmBvgOom7L;4;spotify:track:76fdtNvwn6hkOmBvgOom7L;['filter house', 'french indie pop', 'french indietronica'];MC
649;49;MC_Top100_18;50;The Rolling Stones;Gimme Shelter - Live;Havana Moon (Live);2016-11-11;1;1;0jvx8zPYRkX1wbZ3BIdjFB;484999;0.456;0.8690000000000001;1;-4.145;0;0.034;0.0465;0.0224;0.677;0.22699999999999998;114.625;0.22699999999999998;https://api.spotify.com/v1/tracks/0jvx8zPYRkX1wbZ3BIdjFB;4;spotify:track:0jvx8zPYRkX1wbZ3BIdjFB;['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock'];MC
650;50;MC_Top100_18;51;Taron Egerton;I'm Still Standing;Tous En Scene (Deluxe);2016-12-09;1;37;1RtCS9sSYlEMrr8Pa5M4yt;187853;0.594;0.907;10;-4.351;0;0.16399999999999998;0.0072299999999999994;0.0;0.0684;0.725;175.37099999999998;0.725;https://api.spotify.com/v1/tracks/1RtCS9sSYlEMrr8Pa5M4yt;4;spotify:track:1RtCS9sSYlEMrr8Pa5M4yt;[];MC
651;51;MC_Top100_18;52;Kool & The Gang;Get Down On It - Single Version;The Very Best Of Kool & The Gang;1999-01-01;1;19;1OsCKwNZxph96EkNusILRy;212906;0.879;0.626;7;-6.343999999999999;1;0.0604;0.205;6.07e-05;0.055999999999999994;0.968;110.86399999999999;0.968;https://api.spotify.com/v1/tracks/1OsCKwNZxph96EkNusILRy;4;spotify:track:1OsCKwNZxph96EkNusILRy;['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul'];MC
652;52;MC_Top100_18;53;Angèle;La thune;Brol;2018-10-05;1;69;3iBOe7U7kRPNIoL3QLCVu2;201906;0.7020000000000001;0.593;11;-8.339;1;0.0532;0.526;1.09e-05;0.11199999999999999;0.522;145.039;0.522;https://api.spotify.com/v1/tracks/3iBOe7U7kRPNIoL3QLCVu2;4;spotify:track:3iBOe7U7kRPNIoL3QLCVu2;['belgian pop'];MC
653;53;MC_Top100_18;54;Vianney;Chanson d'hiver;Idées blanches (Nouvelle édition);2016-01-22;1;24;0LW3EUQViTy0XedCbdAy5l;204986;0.39;0.64;4;-5.107;1;0.0714;0.325;0.0;0.37200000000000005;0.21899999999999997;95.087;0.21899999999999997;https://api.spotify.com/v1/tracks/0LW3EUQViTy0XedCbdAy5l;3;spotify:track:0LW3EUQViTy0XedCbdAy5l;['french pop'];MC
654;54;MC_Top100_18;55;Tracy Chapman;Give Me One Reason;New Beginning;1995-10-31;1;70;4vDBJeeQCbhP9FaPPMsYkY;268333;0.608;0.419;11;-10.016;1;0.0331;0.602;7.58e-06;0.10800000000000001;0.602;100.22;0.602;https://api.spotify.com/v1/tracks/4vDBJeeQCbhP9FaPPMsYkY;4;spotify:track:4vDBJeeQCbhP9FaPPMsYkY;['folk', 'folk-pop', 'lilith', 'pop rock', 'singer-songwriter'];MC
655;55;MC_Top100_18;56;Jack Johnson;Subplots;All The Light Above It Too;2017-09-08;1;6;2bRUtRhT7gFMoJBfgq5f4A;269333;0.662;0.376;0;-7.881;1;0.0337;0.773;0.00063;0.0985;0.315;84.00299999999999;0.315;https://api.spotify.com/v1/tracks/2bRUtRhT7gFMoJBfgq5f4A;4;spotify:track:2bRUtRhT7gFMoJBfgq5f4A;['neo mellow'];MC
656;56;MC_Top100_18;57;Juliette Armanet;Alexandre;Petite Amie (Deluxe);2018-02-02;1;9;5AMUsAmv4I8byVMMf5wf6r;152760;0.593;0.0848;7;-12.562000000000001;1;0.038;0.973;0.00016;0.0571;0.349;133.19299999999998;0.349;https://api.spotify.com/v1/tracks/5AMUsAmv4I8byVMMf5wf6r;4;spotify:track:5AMUsAmv4I8byVMMf5wf6r;['chanson', 'french indie pop', 'french indietronica'];MC
657;57;MC_Top100_18;58;Parcels;Lightenup;Parcels;2018-10-12;1;43;27uwauS612IflCZ25iMTiv;237227;0.857;0.659;0;-9.792;1;0.0388;0.0142;0.24600000000000002;0.102;0.6990000000000001;122.97;0.6990000000000001;https://api.spotify.com/v1/tracks/27uwauS612IflCZ25iMTiv;4;spotify:track:27uwauS612IflCZ25iMTiv;['aussietronica', 'french indietronica'];MC
658;58;MC_Top100_18;59;Her;Wanna Be You;Her;2018-03-30;1;55;6EtFjOvqBensaX0kpxV2cd;252360;0.755;0.68;10;-6.98;0;0.0533;0.23399999999999999;0.000534;0.0746;0.35600000000000004;106.507;0.35600000000000004;https://api.spotify.com/v1/tracks/6EtFjOvqBensaX0kpxV2cd;4;spotify:track:6EtFjOvqBensaX0kpxV2cd;['french indie pop', 'french indietronica'];MC
659;59;MC_Top100_18;60;Arctic Monkeys;Snap Out Of It;AM;2013-09-09;1;72;0NdTUS4UiNYCNn5FgVqKQY;193030;0.728;0.638;5;-6.455;0;0.0336;0.249;0.0;0.11599999999999999;0.872;130.014;0.872;https://api.spotify.com/v1/tracks/0NdTUS4UiNYCNn5FgVqKQY;4;spotify:track:0NdTUS4UiNYCNn5FgVqKQY;['garage rock', 'indie rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie'];MC
